,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration,track_id,artists,album_name,track_name,explicit,time_signature,track_genre
25,0.795,0.62,-6.989,0.0952,0.0787,0.0,0.132,0.37,139.932,41,195,1H4XsStlZ7hcSrQgDZqFFp,Kevin Martes 13,Inmortal,Otro Planeta,False,4,latino
26,0.795,0.62,-6.989,0.0952,0.0787,0.0,0.132,0.37,139.932,41,195,1H4XsStlZ7hcSrQgDZqFFp,Kevin Martes 13,Inmortal,Otro Planeta,False,4,reggaeton
27,0.658,0.97,-10.25,0.0549,0.00136,0.898,0.111,0.039,129.992,43,362,4PSRQAOWsffJn6TiDT0hRd,ANNA,Galactic Highways,Dimensions,False,3,minimal-techno
28,0.894,0.746,-4.842,0.188,0.0795,6.74e-05,0.178,0.775,101.016,60,258,3UOg91DTKgZuWsYsV1Zn13,NSG;MHD,In Da Car,In Da Car,True,4,dancehall
29,0.681,0.946,-1.719,0.0419,0.0327,0.000308,0.108,0.741,128.008,28,268,2WKSUjEXIWSvdtLF36G9IF,Momoiro Clover Z,MOMOIRO CLOVER Z,ロードショー,False,4,j-idol
30,0.43,0.612,-5.534,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,77,350,2eTkxblLeqdTSsb2ivafDX,Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",False,4,pop-film
31,0.43,0.612,-5.534,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,77,350,2eTkxblLeqdTSsb2ivafDX,Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",False,4,pop
32,0.184,0.0252,-26.233,0.046,0.968,2.46e-05,0.237,0.0552,91.6,20,447,11ovFOodlK44kYojirjZT9,Giuseppe Verdi;Anna Netrebko;Wiener Philharmoniker;Carlo Rizzi,Verdi: La Traviata,La traviata / Act III: Teneste la promessa...Addio del passato,False,3,opera
33,0.741,0.503,-12.812,0.0281,0.312,8.43e-06,0.112,0.907,106.006,46,205,70kuKuxk8a3DxSF4eN2Gaq,Amado Batista,Amado Batista,Nao Quero Falar Com Ela,False,4,sertanejo
34,0.483,0.917,-1.411,0.0397,0.00146,0.0,0.152,0.568,100.06,1,244,0yx5NqfsUHUqkcPSyRiGa5,Novelbright,J-Pop 輕旅行,Sunny drop,False,4,j-pop
35,0.483,0.917,-1.411,0.0397,0.00146,0.0,0.152,0.568,100.06,1,244,0yx5NqfsUHUqkcPSyRiGa5,Novelbright,J-Pop 輕旅行,Sunny drop,False,4,j-rock
36,0.673,0.497,-9.759,0.039,0.278,1.46e-06,0.255,0.378,120.031,43,273,4yyHYUoZqQLDITFi2a2GFh,Eason Chan,EasON AIR,無底洞 - Live at EasON AIR,False,4,cantopop
37,0.673,0.497,-9.759,0.039,0.278,1.46e-06,0.255,0.378,120.031,43,273,4yyHYUoZqQLDITFi2a2GFh,Eason Chan,EasON AIR,無底洞 - Live at EasON AIR,False,4,mandopop
38,0.752,0.874,-3.575,0.159,0.0188,0.795,0.151,0.394,119.03,36,186,27ThU2UjsMWH48A49DEKck,One True God;Not The Father,Queue,Queue,False,4,club
39,0.529,0.652,-6.177,0.0254,0.716,0.000836,0.11,0.467,110.02,36,172,1f2ThvaqjJq6xg7YwGkHQx,Uno Svenningsson,Andras sånger,Valborg,False,4,swedish
40,0.513,0.86,-5.969,0.0907,0.0109,0.0279,0.109,0.456,164.913,25,201,1t0nwk5GRdT3frkWp15qSl,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,1/2の神話,False,4,j-idol
41,0.513,0.86,-5.969,0.0907,0.0109,0.0279,0.109,0.456,164.913,25,201,1t0nwk5GRdT3frkWp15qSl,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,1/2の神話,False,4,techno
42,0.82,0.809,-4.319,0.0715,0.111,0.000129,0.152,0.553,92.007,0,184,7kjCV7x1jtkCEPSOmcdKQc,Greeicy,Halloween 2022 Perreo Vol. 4,Más Fuerte,False,4,latin
43,0.82,0.809,-4.319,0.0715,0.111,0.000129,0.152,0.553,92.007,0,184,7kjCV7x1jtkCEPSOmcdKQc,Greeicy,Halloween 2022 Perreo Vol. 4,Más Fuerte,False,4,reggae
44,0.82,0.809,-4.319,0.0715,0.111,0.000129,0.152,0.553,92.007,0,184,7kjCV7x1jtkCEPSOmcdKQc,Greeicy,Halloween 2022 Perreo Vol. 4,Más Fuerte,False,4,reggaeton
45,0.667,0.737,-12.684,0.0332,0.0421,0.0,0.256,0.766,118.044,47,239,2ZSep9yW6E1cwDNXhRb1Qf,Modern Talking,In The Garden Of Venus,In 100 Years,False,4,synth-pop
46,0.39,0.847,-7.669,0.0497,0.00331,0.981,0.271,0.349,100.033,17,254,4iQBVLsc2PEkoq1B99jTPw,Kvaen;Pierre Törnkvist,The Funeral Pyre,Septem Peccata Mortalia,False,4,black-metal
47,0.555,0.184,-16.305,0.0365,0.987,0.711,0.0975,0.259,122.737,40,184,0iiwZzWwyrjhXrYqHPLWPI,Paulinho Da Viola,Meus Momentos: Paulinho Da Viola,Sinal Fechado,False,4,mpb
48,0.555,0.184,-16.305,0.0365,0.987,0.711,0.0975,0.259,122.737,40,184,0iiwZzWwyrjhXrYqHPLWPI,Paulinho Da Viola,Meus Momentos: Paulinho Da Viola,Sinal Fechado,False,4,samba
49,0.807,0.644,-10.495,0.0749,0.0112,0.893,0.104,0.139,122.543,11,315,79e8u0Vn1qaITrglzIY7qq,Luke Vibert,GRIT.,Mornoon,False,4,idm
50,0.226,0.978,-5.729,0.209,3.6e-06,0.533,0.0436,0.242,102.374,51,267,2l0h4aBFLp9HdoaNdCTlbW,Death,Leprosy (Deluxe Reissue),Pull the Plug,False,4,death-metal
51,0.651,0.801,-7.34,0.0514,0.123,0.0,0.0825,0.776,133.769,72,200,5jzma6gCzYtKB1DbEwFZKH,The Clash,London Calling (Remastered),London Calling - Remastered,False,4,punk-rock
52,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,72,294,0trHOzAhNpGCsGBEu7dOJo,Nas,Illmatic,N.Y. State of Mind,True,4,hardcore
53,0.59,0.823,-4.606,0.0394,0.00191,0.0,0.375,0.572,129.971,64,170,5Iuqf7d8G5SAvuKY7MKHbd,Ashes Remain,What I've Become,End of Me,False,4,alt-rock
54,0.505,0.671,-10.34,0.0328,0.591,0.124,0.323,0.961,160.67,21,229,4QPyH4yu9SxdFU17ucbIWE,Yonder Mountain String Band,Elevation,On the Run,False,4,bluegrass
55,0.606,0.486,-4.318,0.0822,0.932,2.96e-05,0.284,0.514,121.019,21,183,7cTf7hWKRLHEI2Wvcyxc1w,Julio Sosa,"100 Tangos, Vol. 4",El Ciruja,False,3,tango
56,0.499,0.533,-11.345,0.102,0.141,1.82e-05,0.657,0.0617,195.981,40,220,6o1h8X9EH7kfbxFOVUaFtm,Swattrex;Lofi By Swattrex,THE CHILL SESSIONS 1 : SHADES OF LOVE,Blanko Cover Lofi,False,4,indian
57,0.661,0.655,-4.556,0.0939,0.604,1.88e-05,0.0881,0.577,164.033,56,302,3geKpJNdURFqbA8OqaR7vr,Neha Bhasin,Current,Atu Nuvve,False,4,pop-film
58,0.563,0.75,-4.621,0.0304,4.55e-05,0.0,0.309,0.381,114.975,52,182,6wWKcjSREt5JgLdnVeVvSP,Wage War,Godspeed (Stripped),Godspeed - Stripped,False,4,metalcore
59,0.863,0.431,-8.065,0.155,0.901,0.00945,0.108,0.805,144.021,29,110,68ZIOt33K90kdFTRiHNu9W,DGHTR,Forest Life,Forest Life,False,4,study
60,0.708,0.774,-6.931,0.0372,0.149,0.00109,0.169,0.903,126.636,70,309,17OqI90oTFZ3J8PVu6j07V,ABBA,Voulez-Vous,Voulez-Vous,False,4,swedish
61,0.846,0.703,-5.76,0.0301,0.147,1.21e-05,0.071,0.964,107.767,62,270,6KIS5YIZAyeiFNx1aE1OhY,Sade,The Best of Sade,Hang on to Your Love,False,4,british
62,0.386,0.995,-4.197,0.109,0.0003,0.00059,0.119,0.273,175.17,38,210,4rbXqH5cfnUCOH1hZx21zP,Matanza,Odiosa Natureza Humana,Saco Cheio e Mau-Humor,False,4,hard-rock
63,0.386,0.995,-4.197,0.109,0.0003,0.00059,0.119,0.273,175.17,38,210,4rbXqH5cfnUCOH1hZx21zP,Matanza,Odiosa Natureza Humana,Saco Cheio e Mau-Humor,False,4,punk-rock
64,0.386,0.995,-4.197,0.109,0.0003,0.00059,0.119,0.273,175.17,38,210,4rbXqH5cfnUCOH1hZx21zP,Matanza,Odiosa Natureza Humana,Saco Cheio e Mau-Humor,False,4,punk
65,0.638,0.892,-4.631,0.0616,0.00115,0.807,0.328,0.118,138.002,14,435,1X4JzOvZWa5IwK8C0y6mJU,DJ Quest;Odissi,Wormhole EP,Wormhole - Original Mix,False,4,breakbeat
66,0.651,0.709,-7.842,0.037,0.00461,0.00744,0.0771,0.126,121.02,68,258,40tPP3K10yMZxwnT65REKj,Elderbrook;Bob Moses,Inner Light,Inner Light,False,4,house
67,0.162,0.979,-3.561,0.115,0.00154,0.496,0.294,0.0723,130.165,23,226,2zLq45SWExzz6lf6PRQBbV,VOWWOW,III,SHOT IN THE DARK,False,4,heavy-metal
68,0.433,0.073,-29.13,0.0493,0.994,0.863,0.0829,0.424,152.601,0,129,5QneyHW0TfrAG0Z4QU5EjD,Pyotr Ilyich Tchaikovsky;Martha Argerich;Nicolas Economou,Classical Christmas,"Nutcracker Suite, Op. 71a, TH. 35 (Arr. For Piano 4-Hands): IIf. Danses caractéristiques. Danse des mirlitons: Moderato assai",False,4,classical
69,0.433,0.073,-29.13,0.0493,0.994,0.863,0.0829,0.424,152.601,0,129,0HQYQXD04GO22G74Kx4Av2,Pyotr Ilyich Tchaikovsky;Martha Argerich;Nicolas Economou,Classical Christmas 2022,"Nutcracker Suite, Op. 71a, TH. 35 (Arr. For Piano 4-Hands): IIf. Danses caractéristiques. Danse des mirlitons: Moderato assai",False,4,classical
70,0.433,0.073,-29.13,0.0493,0.994,0.863,0.0829,0.424,152.601,0,129,4LtPxUNBYzSkLm9axzorVN,Pyotr Ilyich Tchaikovsky;Martha Argerich;Nicolas Economou,Weihnachten Klassik 2022,"Nutcracker Suite, Op. 71a, TH. 35 (Arr. For Piano 4-Hands): IIf. Danses caractéristiques. Danse des mirlitons: Moderato assai",False,4,classical
71,0.59,0.792,-5.013,0.0603,0.000567,0.0,0.0448,0.663,153.023,62,182,0XGV1bem5W9ICY2rgleryV,Three Days Grace,Transit Of Venus,Chalk Outline,False,4,grunge
72,0.745,0.891,-4.346,0.0901,0.452,0.0,0.0366,0.745,93.001,33,258,6RF34iBYJpnFGaYUXgIfvi,Kathy Cristina,Vestida De Adoracion,Yo Te Adoro,False,4,salsa
73,0.597,0.52,-7.624,0.036,0.484,1.05e-06,0.103,0.192,119.923,64,283,3gc2Rho0Tn8i4LBgf6f2O5,Mithoon;Arijit Singh;Manoj Muntashir,"Soch Liya (From ""Radhe Shyam"")","Soch Liya (From ""Radhe Shyam"")",False,4,pop-film
74,0.608,0.506,-8.731,0.0909,0.29,0.0,0.115,0.3,80.38,24,206,35gD1GlDgebRaU5vJkXFF5,Parham,Pojk,"Bara du, gumman",False,4,goth
75,0.804,0.408,-11.564,0.374,0.483,0.00101,0.262,0.641,134.958,27,173,0mZCC35BQ3EVnMUc2ysog8,AMARIA BB,Cha$e The Bag,Cha$e The Bag,True,4,j-dance
76,0.42,0.609,-13.699,0.0378,0.654,0.000679,0.215,0.925,167.681,36,198,3KqAqAlpR0UYZK3mf6Nnw8,Grupo Sensação,Mais uma Paixão,Resto de uma Saudade,False,4,samba
77,0.653,0.868,-7.1,0.0551,0.238,0.000519,0.211,0.419,118.05,30,203,4FWmh70056lRFVNR6snlXo,-M-,Îl (Deluxe Version),Baïa,False,4,french
78,0.642,0.953,-4.333,0.466,0.16,0.000773,0.0851,0.277,164.966,18,143,76WP43CxvzUSHWJ6fjjDJE,Promo;Ruthless,Decibel Outdoor 2021,I Come Correct - Ruthless Edit,False,4,happy
79,0.406,0.298,-11.129,0.0341,0.901,5.55e-06,0.274,0.356,111.48,0,324,0hKSnTDiSC5Uwz6XaWQC7A,Håkan Hellström,REGNIG DAG,Det tog så lång tid att bli ung,False,3,goth
80,0.406,0.298,-11.129,0.0341,0.901,5.55e-06,0.274,0.356,111.48,0,324,0hKSnTDiSC5Uwz6XaWQC7A,Håkan Hellström,REGNIG DAG,Det tog så lång tid att bli ung,False,3,indie-pop
81,0.406,0.298,-11.129,0.0341,0.901,5.55e-06,0.274,0.356,111.48,0,324,0hKSnTDiSC5Uwz6XaWQC7A,Håkan Hellström,REGNIG DAG,Det tog så lång tid att bli ung,False,3,swedish
82,0.87,0.622,-10.478,0.0913,0.0034,0.0351,0.147,0.49,124.003,49,212,226AVnjZfYWoTXbupCJYQC,Anja Schneider,All I See (Radio Edit),All I See - Radio Edit,False,4,minimal-techno
83,0.637,0.516,-8.725,0.028,0.655,0.0151,0.156,0.178,117.811,24,282,7CSmSsk9fGBW6VtbekC757,Hitman Blues Band,"Not My Circus, Not My Monkey",No Place Like Home,False,4,guitar
84,0.409,0.865,-5.73,0.0514,0.05,0.0,0.0896,0.464,138.007,41,252,11eWp7aUhs9RShuCrnglDc,Masala Coffee,Aadiyilalo - Single,Aadiyilalo,False,4,folk
85,0.409,0.865,-5.73,0.0514,0.05,0.0,0.0896,0.464,138.007,41,252,11eWp7aUhs9RShuCrnglDc,Masala Coffee,Aadiyilalo - Single,Aadiyilalo,False,4,malay
86,0.495,0.526,-8.201,0.101,0.762,0.0,0.228,0.422,131.912,22,266,68CissO0KwhoWBbeAz9B0c,Andy Karl;Groundhog Day The Musical Company;Tim Minchin,Groundhog Day The Musical (Original Broadway Cast Recording),Day Two,False,4,show-tunes
87,0.437,0.916,-4.109,0.0393,0.0264,0.449,0.288,0.564,174.054,34,276,6GFVN8mm6JPmEkQk7WHjAB,Makoto;Karina Ramage,Forza Horizon 4: Hospital Soundtrack,Wading Through The Crowds,False,4,drum-and-bass
88,0.688,0.648,-9.337,0.0341,0.24,7.49e-06,0.0654,0.884,151.935,29,257,02YAbVNakOle4LWElPxcc5,Marc Anthony,Otra Nota,Si He De Morir,False,4,salsa
89,0.302,0.12,-21.272,0.037,0.98,0.887,0.0874,0.218,108.008,53,168,7JAS7ebzk6QH4XEamLH9wS,Fabrizio Paterlini,Viandanze,Veloma,False,4,ambient
90,0.388,0.405,-20.838,0.0402,0.000129,0.536,0.0869,0.17,130.005,12,573,7nflXwKkx2PWgnHlUV3XKL,Orbital,Diversions,Semi Detached,False,4,breakbeat
91,0.37,0.824,-3.82,0.0944,0.167,3.8e-06,0.972,0.273,155.005,57,174,6wwAp1Cmkcwc7tlrP9U2X9,Atmozfears;Sound Rush,Country Roads,Country Roads,False,4,hardstyle
92,0.719,0.902,-2.525,0.0492,0.307,0.00241,0.244,0.929,99.644,39,302,2KJRpc0L4COhZGmxw3FYB0,DLG,Swing On,La Quiero A Morir,False,4,salsa
93,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,1,325,0WBoGdKqK3Hlzt65o5vQqA,Diana Ross,Workout Hits 2023,I'm Coming Out,False,4,disco
94,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,1,325,2nh3U9fkXRXj8mEywrzZxE,Diana Ross,80s Bangers Vol. 1,I'm Coming Out,False,4,disco
95,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,1,325,0WBoGdKqK3Hlzt65o5vQqA,Diana Ross,Workout Hits 2023,I'm Coming Out,False,4,soul
96,0.741,0.92,-4.457,0.0516,0.182,0.122,0.0903,0.739,110.141,1,325,2nh3U9fkXRXj8mEywrzZxE,Diana Ross,80s Bangers Vol. 1,I'm Coming Out,False,4,soul
97,0.79,0.525,-11.578,0.228,0.264,0.0,0.136,0.39,84.011,18,242,0ncnGDM5B8TstcdmV3KtkU,Street Academics,Loop,Aara?,False,4,malay
98,0.554,0.693,-6.85,0.0562,0.354,0.00092,0.834,0.506,97.664,40,324,1sbnEatovWaQfxQyeAgSCs,Seu Jorge,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Quem Não Quer Sou Eu (Ao Vivo),False,4,mpb
99,0.554,0.693,-6.85,0.0562,0.354,0.00092,0.834,0.506,97.664,40,324,1sbnEatovWaQfxQyeAgSCs,Seu Jorge,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Quem Não Quer Sou Eu (Ao Vivo),False,4,samba
100,0.746,0.803,-3.813,0.0366,0.275,1.7e-05,0.0741,0.831,144.024,60,309,3RVKJOoIVKXicFvNO7b2iK,A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan,Guru (Original Motion Picture Soundtrack),Aaruyire,False,4,pop-film
101,0.795,0.678,-7.977,0.228,0.316,5.65e-06,0.0619,0.898,80.037,23,100,0pMcWCG6y3utnnFUzng2Wu,24SJU,Awave,Awave,True,4,goth
102,0.462,0.208,-16.398,0.0339,0.862,2.13e-06,0.224,0.488,141.868,22,239,5IWQ2TRHIKyUNIOkzioqoI,Sally Yeh;Unknown,葉蒨文國語精選,驛動的心,False,3,cantopop
103,0.321,0.0822,-19.555,0.0334,0.991,0.924,0.128,0.102,74.093,44,264,5nmsFfHXPb8J5MnafFmQ7o,Yiruma,Blind Film,Prelude in G Minor,False,4,new-age
104,0.507,0.996,-18.42,0.0487,0.929,0.878,0.937,0.015,74.469,0,120,3pogXDvJ7oL0UkAZGj2L9A,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,Non Abrasive,False,3,sleep
105,0.307,0.632,-8.513,0.0454,0.138,0.0,0.0478,0.497,171.829,35,215,3M2yijPkv7eFEdOSNG3xTV,Slank,PISS,Percuma,False,4,blues
106,0.359,0.469,-8.06,0.0326,0.745,0.0,0.101,0.259,84.366,61,237,1OQ3PoRZRtE7RH0NIh3p1O,10cm,"Our Beloved Summer (Original Television Soundtrack), Pt.1",Drawer,False,4,indie-pop
107,0.25,0.684,-13.165,0.124,0.656,0.000151,0.16,0.165,85.047,56,280,4Y8MGq957LponDUCj4wBnV,Shreya Ghoshal,Achyutam Keshavam,Achyutam Keshavam,False,4,pop-film
108,0.336,0.981,-2.867,0.106,6.47e-05,1.87e-05,0.62,0.426,200.141,38,127,1vwHjj8DQgfjE5o63ILgM6,SATCF,Retorika,Pulang,False,4,emo
109,0.336,0.981,-2.867,0.106,6.47e-05,1.87e-05,0.62,0.426,200.141,38,127,1vwHjj8DQgfjE5o63ILgM6,SATCF,Retorika,Pulang,False,4,punk
110,0.378,0.619,-6.794,0.0767,0.305,0.0,0.413,0.349,87.387,0,144,1TVf1ZYXnoAPf2tNBwpOEH,TINI;Alejandro Sanz,Dulce Balada,Un Beso en Madrid,False,4,latin
111,0.812,0.394,-13.799,0.0769,0.188,0.0,0.0669,0.822,127.075,34,204,0vf02DVgwVdL5oh28Oax0g,Nonpalidece,Nuevo Día,Ha de Ser,False,4,ska
112,0.774,0.759,-5.808,0.113,0.121,0.0,0.0662,0.67,116.198,21,183,2GZS0PMv01Hr6n6Rlsb9v8,Elephant Man,Reggae Gold 2009,Dance and Sweep,False,4,j-dance
113,0.576,0.591,-7.725,0.0332,0.795,6.85e-05,0.266,0.478,124.013,62,243,7txLCGOXyDlDXTjtR1Sk4v,KK,Bajrangi Bhaijaan,Tu Jo Mila,False,4,pop-film
114,0.685,0.989,-2.347,0.206,0.275,0.0,0.225,0.505,123.987,43,192,2IfDGY0NSaCucgusiXGhFX,Haezer;Born I,You Feel Me,You Feel Me - Original Mix,False,4,club
115,0.494,0.99,-2.28,0.176,2.01e-05,0.0,0.127,0.283,136.995,56,194,1fUacP7XP697l6ry01oO4d,Bring Me The Horizon,Sempiternal (Expanded Edition),Antivist,True,4,metalcore
116,0.655,0.686,-10.011,0.0429,0.352,0.0,0.976,0.755,116.025,44,220,7KxIXlW4NnEu0dGrDpdAOf,Roupa Nova,Roupacústico (Ao Vivo),Amar É... - Ao Vivo,False,4,mpb
117,0.909,0.745,-4.859,0.0844,0.0312,0.313,0.0268,0.806,113.749,21,274,1J0kunAZ3nUtUoLTEa4Fls,Zackey Force Funk,Bodyrock Shotgun,El Mero Mero (Remix),True,4,synth-pop
118,0.689,0.709,-7.615,0.103,0.134,0.000546,0.093,0.234,164.994,24,165,0YSDAKSllUUtQBswYI2ibr,Jebroer,Hardstyle The Ultimate Collection Volume 1 2019 (Mix 2 By Outsiders),Polizei [Mixed],False,4,hardstyle
119,0.363,0.462,-8.232,0.0284,0.00887,8.81e-06,0.706,0.0687,80.003,37,378,6X6wIzuxsh7GVNMPz1xTNa,Hillsong Worship,No Other Name,Depths,False,4,world-music
120,0.637,0.557,-6.585,0.0314,0.681,0.0,0.102,0.544,143.945,54,248,4eLCzybaneILH1zBkwwQyZ,Jay Chou,杰倫,龍捲風,False,4,mandopop
121,0.581,0.957,-4.059,0.102,0.00216,0.0369,0.111,0.3,173.989,16,273,01r12WnaCIHNvqYvkn35rg,Document One,Chasing Stars / Get Da Funk,Get Da Funk,False,4,drum-and-bass
122,0.38,0.9,-4.233,0.0684,0.0226,1.28e-06,0.308,0.744,143.481,0,184,5X8oinKsFkPHuHvFMPB5MH,The Smithereens,Alternative Christmas 2022,"Rudolph, The Red-Nosed Reindeer",False,4,power-pop
123,0.553,0.775,-10.284,0.043,0.212,0.0,0.0728,0.51,139.993,61,202,71NJqORRmwlcZSLk0VsFjU,Ultrabeat,Pretty Green Eyes (Remixes),Pretty Green Eyes - Radio Edit,False,4,techno
124,0.456,0.488,-10.64,0.213,0.258,0.0,0.259,0.354,129.887,44,283,0lO2a3qNbYiWXLo5p2QoWY,Eason Chan,孤勇者 (Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,False,4,cantopop
125,0.456,0.488,-10.64,0.213,0.258,0.0,0.259,0.354,129.887,44,283,0lO2a3qNbYiWXLo5p2QoWY,Eason Chan,孤勇者 (Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - Live 版 /《英雄聯盟:雙城之戰》動畫劇集中文主題曲,False,4,mandopop
